book_id,title,authors,original_publication_year,average_rating,language_code
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,1996.0,4.37,eng
338,One Day,David Nicholls,2009.0,3.77,eng
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd",1947.0,4.27,en-US
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,2010.0,3.94,en-US
341,The Iliad,"Homer, Robert Fagles, FrÃ©dÃ©ric Mugler, Bernard Knox",-750.0,3.83,eng
342,The Casual Vacancy,J.K. Rowling,2012.0,3.28,eng
343,The Runaway Jury,John Grisham,1996.0,3.96,eng
344,Naked,David Sedaris,1997.0,4.08,en-US
345,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,2005.0,3.96,en-US
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",1900.0,3.98,eng
347,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,1951.0,3.96,eng
348,We Were Liars,E. Lockhart,2014.0,3.85,eng
349,'Salem's Lot,Stephen King,1975.0,3.99,en-GB
350,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman",1971.0,4.08,eng
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011.0,4.46,eng
352,Yes Please,Amy Poehler,2014.0,3.81,eng
353,Othello,William Shakespeare,1603.0,3.88,eng
354,Beloved,Toni Morrison,1987.0,3.77,eng
355,"Graceling (Graceling Realm, #1)",Kristin Cashore,2008.0,4.1,en-CA
356,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",1999.0,3.89,eng
357,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",1929.0,3.92,en-US
358,"Oh, The Places You'll Go!",Dr. Seuss,1990.0,4.34,en-US
359,And the Mountains Echoed,Khaled Hosseini,2012.0,4.03,eng
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",1968.0,4.08,eng
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,3.85,eng
362,The Screwtape Letters,C.S. Lewis,1942.0,4.21,eng
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010.0,4.08,en-US
364,How the Grinch Stole Christmas!,Dr. Seuss,1957.0,4.36,eng
365,V for Vendetta,"Alan Moore, David   Lloyd",1990.0,4.25,eng
366,John Adams,David McCullough,2001.0,4.05,eng
367,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,2003.0,3.94,eng
368,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,1997.0,4.1,eng
369,"Stargirl (Stargirl, #1)",Jerry Spinelli,2000.0,3.74,eng
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,2010.0,4.06,eng
371,Stranger in a Strange Land,Robert A. Heinlein,1961.0,3.91,eng
372,Dress Your Family in Corduroy and Denim,David Sedaris,2004.0,4.08,eng
373,The BFG,"Roald Dahl, Quentin Blake",1982.0,4.22,eng
374,A Short History of Nearly Everything,Bill Bryson,2003.0,4.19,en-US
375,The Call of the Wild,Jack London,1903.0,3.83,eng
376,"The Death Cure (Maze Runner, #3)",James Dashner,2011.0,3.77,eng
377,Stardust,Neil Gaiman,1999.0,4.07,eng
378,The Namesake,Jhumpa Lahiri,2003.0,3.96,en-US
379,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,2011.0,3.99,eng
380,Norwegian Wood,"Haruki Murakami, Jay Rubin",1987.0,4.02,eng
381,Where the Heart Is,Billie Letts,1995.0,4.0,en-US
382,"Will Grayson, Will Grayson","John Green, David Levithan",2010.0,3.84,eng
383,A Million Little Pieces,James Frey,2003.0,3.62,en-CA
384,"Frostbite (Vampire Academy, #2)",Richelle Mead,2008.0,4.3,eng
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,2012.0,4.04,eng
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,1960.0,3.8,en-CA
387,The Crucible,"Arthur Miller, Christopher Bigsby",1953.0,3.55,eng
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen,1986.0,3.68,en-US
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006.0,4.43,eng
390,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,3.79,eng
391,The Lorax,Dr. Seuss,1971.0,4.35,eng
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2004.0,3.96,en-US
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,2012.0,4.24,eng
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,2008.0,4.37,en-US
395,For Whom the Bell Tolls,Ernest Hemingway,1940.0,3.95,eng
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2009.0,3.98,eng
397,Perfume: The Story of a Murderer,"Patrick SÃ¼skind, John E. Woods",1985.0,4.0,eng
398,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2001.0,3.73,eng
399,The Tales of Beedle the Bard,J.K. Rowling,2007.0,4.06,en-US
400,Neuromancer,William Gibson,1984.0,3.88,eng
401,A Farewell to Arms,Ernest Hemingway,1929.0,3.79,en-US
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,1843.0,4.15,en-GB
403,The Art of War,"Sun Tzu, Thomas Cleary",-500.0,3.95,eng
404,Defending Jacob,William Landay,2012.0,3.97,eng
405,Breakfast of Champions,Kurt Vonnegut Jr.,1973.0,4.08,eng
406,The New Drawing on the Right Side of the Brain,Betty Edwards,1979.0,3.84,en-US
407,Bel Canto,Ann Patchett,2001.0,3.92,eng
408,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1997.0,4.0,eng
409,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1987.0,4.26,
410,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,1958.0,3.61,en-US
411,The Undomestic Goddess,Sophie Kinsella,2005.0,3.82,eng
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,1990.0,4.23,en-US
413,The Three Musketeers,Alexandre Dumas,1844.0,4.06,
414,Little Bee,Chris Cleave,2008.0,3.7,en-US
415,"Evermore (The Immortals, #1)",Alyson Noel,2009.0,3.59,en-US
416,The Witches,"Roald Dahl, Quentin Blake",1983.0,4.17,en-US
417,The Thirteenth Tale,Diane Setterfield,2006.0,3.95,eng
418,"Spirit Bound (Vampire Academy, #5)",Richelle Mead,2010.0,4.37,eng
419,"Blood Promise (Vampire Academy, #4)",Richelle Mead,2009.0,4.35,en-US
420,Message in a Bottle,Nicholas Sparks,1998.0,3.95,en-US
421,The Paris Wife,Paula McLain,2011.0,3.79,eng
422,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,1998.0,4.74,eng
423,"The Elite (The Selection, #2)",Kiera Cass,2013.0,4.02,eng
424,The Name of the Rose,"Umberto Eco, William Weaver, SeÃ¡n Barrett",1980.0,4.11,en-US
425,Go Ask Alice,"Beatrice Sparks, Anonymous",1971.0,3.77,eng
426,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",1980.0,3.89,eng
427,The Importance of Being Earnest,Oscar Wilde,1895.0,4.17,eng
428,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,2012.0,4.47,eng
429,"The Color of Magic (Discworld, #1; Rincewind #1)",Terry Pratchett,1983.0,3.97,eng
430,Kafka on the Shore,"Haruki Murakami, Philip Gabriel",2002.0,4.13,en-US
431,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,1981.0,4.01,eng
432,"I, Robot (Robot #0.1)",Isaac Asimov,1950.0,4.17,eng
433,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,2005.0,4.21,eng
434,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,2010.0,4.07,en-US
435,Before I Fall,Lauren Oliver,2010.0,3.92,eng
436,The God of Small Things,Arundhati Roy,1997.0,3.91,eng
437,The Invention of Wings,Sue Monk Kidd,2014.0,4.23,en-US
438,What Alice Forgot,Liane Moriarty,2009.0,4.05,eng
439,A Brief History of Time,"Stephen Hawking, Cao Chi, Pháº¡m VÄn Thiá»u",1987.0,4.12,eng
440,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,2010.0,4.26,eng
441,Under the Dome,Stephen King,2009.0,3.89,eng
442,Snow Crash,Neal Stephenson,1992.0,4.02,eng
443,Just Listen,Sarah Dessen,2006.0,4.06,en-US
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard",1926.0,4.34,eng
445,Before I Go to Sleep,S.J. Watson,2011.0,3.87,en-CA
446,A Study in Scarlet,Arthur Conan Doyle,1887.0,4.15,eng
447,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,2008.0,4.03,eng
448,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,2002.0,3.9,en-US
449,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast",2007.0,3.93,en-US
450,"Storm Front (The Dresden Files, #1)",Jim Butcher,2000.0,4.02,en-US
451,Northanger Abbey,"Jane Austen, Alfred MacAdam",1817.0,3.8,eng
452,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013.0,4.1,eng
453,Cold Mountain,Charles Frazier,1997.0,3.83,en-US
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",1985.0,4.24,en-US
455,"Something Blue (Darcy & Rachel, #2)",Emily Giffin,2005.0,3.92,en-US
456,A Streetcar Named Desire,Tennessee Williams,1947.0,3.97,eng
457,The Historian,Elizabeth Kostova,2005.0,3.77,eng
458,Station Eleven,Emily St. John Mandel,2014.0,4.02,eng
459,A Man Called Ove,"Fredrik Backman, Henning Koch",2012.0,4.35,eng
460,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,2013.0,4.59,eng
461,"The Good Earth (House of Earth, #1)",Pearl S. Buck,1931.0,3.97,eng
462,Ways of Seeing,John Berger,1972.0,3.75,eng
463,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992.0,4.31,eng
464,Holy Bible: King James Version,Anonymous,1611.0,4.43,eng
465,In Her Shoes,Jennifer Weiner,2002.0,3.78,
466,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,4.48,eng
467,The Brief Wondrous Life of Oscar Wao,Junot DÃ­az,2007.0,3.89,eng
468,Their Eyes Were Watching God,Zora Neale Hurston,1937.0,3.87,eng
469,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,3.95,eng
470,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",2012.0,4.06,eng
471,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,3.84,eng
472,Man's Search for Meaning,Viktor E. Frankl,1946.0,4.33,eng
473,"In the Woods (Dublin Murder Squad, #1)",Tana French,2007.0,3.74,eng
474,The God Delusion,Richard Dawkins,2006.0,3.89,eng
475,"Where She Went (If I Stay, #2)",Gayle Forman,2011.0,4.06,en-US
476,The World According to Garp,John Irving,1978.0,4.07,eng
477,"Killing Floor (Jack Reacher, #1)",Lee Child,1997.0,4.04,eng
478,Robinson Crusoe,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,3.66,eng
479,The Prince,"NiccolÃ² Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,3.78,eng
480,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,2000.0,4.06,eng
481,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,1994.0,4.13,eng
482,The Kitchen House,Kathleen Grissom,2010.0,4.18,en-CA
483,Franny and Zooey,J.D. Salinger,1961.0,3.98,en-US
484,Choke,Chuck Palahniuk,2001.0,3.69,eng
485,The Brothers Karamazov,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,4.3,eng
486,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,2003.0,3.85,eng
487,The Andromeda Strain,Michael Crichton,1969.0,3.87,
488,The Green Mile,Stephen King,1996.0,4.42,eng
489,The Prophet,Kahlil Gibran,1923.0,4.22,eng
490,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,1985.0,4.35,eng
491,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast",2008.0,3.95,en-US
492,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,1986.0,4.04,en-US
493,Mere Christianity,C.S. Lewis,1952.0,4.31,eng
494,The Secret History,Donna Tartt,1992.0,4.07,eng
495,A Heartbreaking Work of Staggering Genius,Dave Eggers,2000.0,3.68,eng
496,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,1980.0,4.02,eng
497,Black Beauty,Anna Sewell,1877.0,3.94,eng
498,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0,4.11,eng
499,American Psycho,Bret Easton Ellis,1991.0,3.81,eng
500,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,2000.0,3.76,eng
501,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,1998.0,3.75,eng
502,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore",2004.0,4.3,en-GB
503,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,1968.0,4.12,eng
504,Redeeming Love,Francine Rivers,1991.0,4.48,eng
505,"Left Behind (Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",1995.0,3.81,eng
506,"The One (The Selection, #3)",Kiera Cass,2014.0,4.21,eng
507,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,2010.0,4.49,eng
508,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001.0,3.6,eng
509,Remember Me?,Sophie Kinsella,2008.0,3.76,eng
510,"The Great Hunt (Wheel of Time, #2)",Robert Jordan,1990.0,4.2,en-US
511,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,1990.0,4.01,eng
512,The Complete Stories and Poems,Edgar Allan Poe,1849.0,4.37,en-US
513,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971.0,4.42,en-US
514,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1892.0,4.29,eng
515,The Prince of Tides,Pat Conroy,1986.0,4.22,eng
516,The Amazing Adventures of Kavalier & Clay,Michael Chabon,2000.0,4.17,eng
517,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008.0,4.07,eng
518,Peter Pan,"J.M. Barrie, Michael Hague",1904.0,4.1,en-US
519,"Pretties (Uglies, #2)",Scott Westerfeld,2005.0,3.85,eng
520,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",1994.0,4.17,eng
521,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly,2005.0,4.14,eng
522,Cloud Atlas,David Mitchell,2004.0,4.01,eng
523,The Things They Carried,Tim O'Brien,1990.0,4.12,en-US
524,Wall and Piece,Banksy,1988.0,3.83,eng
525,"Pandemonium (Delirium, #2)",Lauren Oliver,2012.0,4.07,eng
526,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,2004.0,3.89,eng
527,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,2002.0,3.97,eng
528,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan,1991.0,4.23,eng
529,Gulliver's Travels,"Jonathan Swift, Robert DeMaria Jr.",1726.0,3.55,eng
530,Much Ado About Nothing,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598.0,4.06,eng
531,Beowulf,"Unknown, Seamus Heaney",975.0,3.42,en-US
532,Batman: Year One,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987.0,4.23,eng
533,Go Set a Watchman,Harper Lee,2015.0,3.31,eng
534,When You Are Engulfed in Flames,David Sedaris,2008.0,4.04,en-US
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011.0,4.04,eng
536,"Red Queen (Red Queen, #1)",Victoria Aveyard,2015.0,4.08,eng
537,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,2011.0,4.03,eng
538,Midnight in the Garden of Good and Evil,John Berendt,1994.0,3.9,eng
539,"Hopeless (Hopeless, #1)",Colleen Hoover,2012.0,4.34,eng
540,A Little Princess,"Frances Hodgson Burnett, Nancy Bond",1905.0,4.2,eng
541,The Truth About Forever,Sarah Dessen,2004.0,4.13,en-US
542,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,1954.0,3.9,eng
543,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead,2010.0,4.42,eng
544,"Little House on the Prairie (Little House, #2)","Laura Ingalls Wilder, Garth Williams",1935.0,4.18,eng
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson",1922.0,4.29,eng
546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,1974.0,3.76,eng
547,The War of the Worlds,"H.G. Wells, Arthur C. Clarke",1897.0,3.8,eng
548,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,2006.0,3.9,en-US
549,Corduroy,Don Freeman,1948.0,4.28,en-US
550,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,2006.0,4.17,eng
551,Life After Life,Kate Atkinson,2013.0,3.74,eng
552,The Rescue,Nicholas Sparks,2000.0,4.1,en-US
553,Needful Things,Stephen King,1991.0,3.87,
554,"Voyager (Outlander, #3)",Diana Gabaldon,1993.0,4.38,eng
555,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare",1996.0,4.12,eng
556,Cujo,Stephen King,1981.0,3.65,spa
557,The Virgin Suicides,Jeffrey Eugenides,1993.0,3.83,eng
558,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,2004.0,4.13,eng
559,Tess of the D'Urbervilles,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891.0,3.77,eng
560,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856.0,3.64,eng
561,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",1961.0,4.22,en-US
562,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,2010.0,4.64,eng
563,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,2003.0,4.03,en-GB
564,It's Kind of a Funny Story,Ned Vizzini,2006.0,4.14,en-US
565,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,2007.0,4.35,eng
566,"After You (Me Before You, #2)",Jojo Moyes,2015.0,3.7,eng
567,The Language of Flowers,Vanessa Diffenbaugh,2011.0,4.07,eng
568,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)","Frank Miller, Klaus Janson, Lynn Varley",1986.0,4.25,eng
569,"The Angel Experiment (Maximum Ride, #1)",James Patterson,2005.0,4.08,eng
570,High Fidelity,Nick Hornby,1995.0,3.94,eng
571,The Guardian,Nicholas Sparks,2003.0,4.14,en-US
572,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,2003.0,4.0,eng
573,"Men Are from Mars, Women Are from Venus",John Gray,1998.0,3.52,en-US
574,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,2000.0,4.0,eng
575,Timeline,Michael Crichton,1999.0,3.83,en-US
576,Candide,Voltaire,1759.0,3.76,eng
577,Tuck Everlasting,Natalie Babbitt,1975.0,3.85,eng
578,Christine,"Stephen King, Marie Milpois",1983.0,3.72,fre
579,Are You My Mother?,P.D. Eastman,1960.0,4.16,eng
580,The Story of Art,E.H. Gombrich,1950.0,3.83,en-US
581,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013.0,4.3,eng
582,"Rich Dad, Poor Dad",Robert T. Kiyosaki,1997.0,3.95,eng
583,"Silence (Hush, Hush, #3)",Becca Fitzpatrick,2011.0,4.16,eng
584,The Magicians (The Magicians #1),Lev Grossman,2009.0,3.47,eng
585,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata",2004.0,4.42,eng
586,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,2003.0,3.79,eng
587,Everything Is Illuminated,Jonathan Safran Foer,2002.0,3.9,eng
588,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum,1986.0,4.09,en-US
589,"Easy (Contours of the Heart, #1)",Tammara Webber,2012.0,4.11,en-CA
590,David Copperfield,"Charles Dickens, Jeremy Tambling",1849.0,3.96,eng
591,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",2007.0,4.11,eng
592,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967.0,4.32,eng
593,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,1968.0,3.99,en-US
594,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",2000.0,4.0,eng
595,A Separate Peace,John Knowles,1959.0,3.56,en-US
596,The Rainmaker,John Grisham,1995.0,3.91,eng
597,Don Quixote,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",1605.0,3.85,eng
598,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,1995.0,4.14,eng
599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,1980.0,4.22,eng
600,"Torment (Fallen, #2)",Lauren Kate,2010.0,3.89,eng
601,The Tale of Peter Rabbit,Beatrix Potter,1901.0,4.17,eng
602,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis, Pauline Baynes",1953.0,3.95,eng
603,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,2008.0,4.46,eng
604,"Girl, Interrupted",Susanna Kaysen,1993.0,3.9,eng
605,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,2007.0,3.85,
606,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",1970.0,3.8,en-US
607,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,2014.0,4.48,eng
608,Love You Forever,"Robert Munsch, Sheila McGraw",1986.0,4.34,en-GB
609,Cell,Stephen King,2006.0,3.64,en-US
610,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2013.0,4.32,eng
611,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977.0,3.87,eng
612,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,1987.0,4.23,eng
613,The Forgotten Garden,Kate Morton,2008.0,4.12,en-GB
614,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925.0,3.98,eng
615,This Lullaby,Sarah Dessen,2002.0,4.03,eng
616,Plain Truth,Jodi Picoult,2000.0,3.97,eng
617,Orange Is the New Black,Piper Kerman,2010.0,3.7,eng
618,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",1902.0,4.09,eng
619,"Thinking, Fast and Slow",Daniel Kahneman,2011.0,4.08,eng
620,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,1982.0,4.12,eng
621,"Are You There God? It's Me, Margaret",Judy Blume,1970.0,3.89,eng
622,Nights in Rodanthe,Nicholas Sparks,2002.0,3.82,eng
623,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,2014.0,3.92,eng
624,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,2007.0,4.05,eng
625,Midwives,Chris Bohjalian,1997.0,3.97,en-US
626,The Polar Express,Chris Van Allsburg,1985.0,4.29,en-US
627,The True Story of the 3 Little Pigs,"Jon Scieszka, Lane Smith",1989.0,4.29,en-GB
